PFco_Code,segment,cluster_id,total_qty,total_value,total_total_values,transaction_count,avg_qty_per_trx,avg_value_per_trx,unique_months,avg_stok_akhir,avg_safety_stock,turnover_ratio,stockout_freq,overstock_freq,understock_freq
618,slow moving,2,1897.64,578700.0,549184572.0,2,948.82,289350.0,2,268.71,228.66,0.2,0.0,0.0,41.67
619,medium moving,0,4137.15,1228725.0,643446409.5,25,165.49,49149.0,18,64.77,78.17,1.64,33.33,0.0,33.33
620,slow moving,2,1300.0,438150.0,550535700.0,2,650.0,219075.0,2,329.57,168.17,0.16,0.0,0.0,28.0
621,slow moving,2,3709.2,1122630.0,126264712.5,47,78.92,23885.74,26,258.71,40.77,0.34,0.0,71.43,0.0
623,slow moving,2,142.38,45600.0,1805277.0,5,28.48,9120.0,5,16.88,8.39,0.28,0.0,0.0,16.67
624,slow moving,2,1267.72,342090.0,87925182.6,12,105.64,28507.5,9,39.77,41.46,0.94,8.82,0.0,47.06
626,slow moving,2,906.56,289250.0,14753835.0,20,45.33,14462.5,19,44.6,9.96,0.55,10.81,8.11,8.11
630,slow moving,2,21221.84,5581169.4,15931986218.3,50,424.44,111623.39,22,443.26,335.96,1.11,2.33,2.33,44.19
632,slow moving,2,309.65,110719.0,11258605.6,4,77.41,27679.75,3,87.53,25.67,0.15,0.0,13.04,4.35
633,slow moving,2,456.2,151200.0,68977440.0,1,456.2,151200.0,1,502.74,141.42,0.91,0.0,0.0,0.0
634,slow moving,2,596.0,199800.0,119080800.0,1,596.0,199800.0,1,645.19,173.39,0.92,0.0,0.0,0.0
635,slow moving,2,882.98,307846.9,34976994.38,12,73.58,25653.91,7,315.25,26.67,0.2,0.0,85.71,0.0
636,slow moving,2,248.65,71760.0,4476124.5,6,41.44,11960.0,5,41.39,14.53,0.18,0.0,14.71,0.0
637,slow moving,2,91.25,31500.0,1485525.0,3,30.42,10500.0,2,21.86,12.05,0.1,2.44,0.0,12.2
639,slow moving,2,47922.45,14939235.0,2467273788.7,447,107.21,33421.11,43,3000.46,285.75,0.37,0.0,79.07,0.0
640,slow moving,2,500.26,158400.0,6147970.5,19,26.33,8336.84,14,28.8,9.67,0.43,5.0,12.5,10.0
641,slow moving,2,1080.75,326508.0,35133198.0,19,56.88,17184.63,15,45.21,24.5,0.58,2.44,0.0,46.34
642,slow moving,2,638.47,180930.0,22526280.6,9,70.94,20103.33,8,27.28,24.63,0.78,10.0,0.0,50.0
643,slow moving,2,213.0,52552.0,7197304.0,4,53.25,13138.0,4,20.65,13.55,0.26,0.0,2.56,38.46
647,slow moving,2,6311.7,1785397.0,764841451.2,41,153.94,43546.27,23,185.01,92.68,0.95,8.33,0.0,5.56
648,slow moving,2,2432.5,780300.0,739336070.0,7,347.5,111471.43,7,94.43,93.72,0.63,2.44,0.0,56.1
649,slow moving,2,30.3,8550.0,259065.0,1,30.3,8550.0,1,20.87,10.42,1.45,0.0,0.0,0.0
651,medium moving,0,35403.3,10854610.0,1517108523.7,342,103.52,31738.63,43,385.72,175.59,2.13,23.26,0.0,18.6
653,slow moving,2,686.73,204300.0,27047911.5,9,76.3,22700.0,7,193.58,31.34,0.2,0.0,83.33,0.0
658,slow moving,2,2219.69,710400.0,493441200.0,5,443.94,142080.0,4,174.0,166.63,0.33,0.0,0.0,51.28
661,slow moving,2,28097.43,8565366.0,3148631695.29,137,205.09,62520.92,40,1876.5,185.72,0.35,0.0,93.02,0.0
662,slow moving,2,15770.62,4645155.0,865279732.8,99,159.3,46920.76,35,1136.13,102.49,0.32,0.0,74.42,0.0
663,slow moving,2,148.94,42180.0,3526909.2,2,74.47,21090.0,2,39.92,16.14,0.25,0.0,0.0,0.0
664,slow moving,2,3334.06,1015828.8,158982966.9,37,90.11,27454.83,24,302.02,42.93,0.32,0.0,79.41,0.0
665,medium moving,0,630.45,196200.0,16821666.0,8,78.81,24525.0,5,96.44,31.17,1.09,16.67,0.0,0.0
666,slow moving,2,408.34,125970.0,7263693.0,8,51.04,15746.25,8,27.08,13.34,0.63,0.0,0.0,20.83
668,slow moving,2,288.9,78750.0,22750875.0,1,288.9,78750.0,1,248.72,91.57,1.16,0.0,0.0,0.0
669,slow moving,2,10225.56,3094927.5,1906501189.95,98,104.34,31580.89,41,444.28,53.78,0.54,0.0,60.47,0.0
671,slow moving,2,13691.15,4053810.36,4085796825.32,38,360.29,106679.22,24,483.76,162.73,0.76,0.0,5.41,5.41
673,slow moving,2,711.76,183600.0,21779856.0,6,118.63,30600.0,3,74.5,59.18,1.59,0.0,0.0,16.67
674,slow moving,2,1083.3,281700.0,67087350.0,7,154.76,40242.86,3,217.34,82.45,0.18,0.0,0.0,3.57
675,slow moving,2,2402.91,695520.0,712373013.6,6,400.48,115920.0,6,95.64,95.76,0.68,0.0,0.0,64.86
676,slow moving,2,272.96,87596.0,10894656.0,3,90.99,29198.67,3,49.49,30.7,0.26,4.76,0.0,28.57
677,slow moving,2,581.7,178650.0,14733990.0,8,72.71,22331.25,7,54.54,27.72,0.29,5.41,8.11,32.43
679,slow moving,2,35700.85,11520127.0,4429875209.4,162,220.38,71111.9,40,1520.87,240.53,0.55,11.63,53.49,11.63
681,slow moving,2,48.0,16200.0,777600.0,1,48.0,16200.0,1,40.64,12.48,1.18,0.0,0.0,0.0
682,slow moving,2,2258.68,622320.0,64685153.1,33,68.44,18858.18,18,57.34,34.7,1.23,9.38,0.0,40.62
683,slow moving,2,12002.47,3556170.0,678554610.3,196,61.24,18143.72,42,1414.98,73.36,0.2,0.0,88.37,0.0
684,slow moving,2,7935.74,2064270.0,321974338.8,83,95.61,24870.72,30,338.41,89.46,0.56,9.52,45.24,7.14
685,slow moving,2,213.55,63000.0,3414222.0,4,53.39,15750.0,4,36.65,14.68,0.97,0.0,0.0,0.0
686,medium moving,0,4640.41,1387828.0,173542042.94,56,82.86,24782.64,30,75.02,52.39,1.47,16.67,4.76,47.62
689,slow moving,2,6117.61,1879015.0,932490092.25,53,115.43,35453.11,29,436.4,71.5,0.39,0.0,88.89,2.78
690,slow moving,2,2218.8,645355.0,249128422.76,9,246.53,71706.11,8,141.82,84.15,0.38,2.44,0.0,21.95
691,medium moving,0,15941.18,4855420.0,1932727726.1,110,144.92,44140.18,37,168.08,131.17,2.21,13.95,0.0,25.58
692,slow moving,2,29157.08,9888431.6,4186987524.5,117,249.21,84516.51,40,735.75,253.21,0.92,2.33,20.93,11.63
694,slow moving,2,70.6,21000.0,1482600.0,1,70.6,21000.0,1,68.25,21.25,1.03,0.0,0.0,0.0
695,slow moving,2,174.67,49173.0,4344040.5,3,58.22,16391.0,1,177.42,35.51,0.98,0.0,0.0,0.0
696,slow moving,2,450.6,133800.0,29285730.0,4,112.65,33450.0,3,189.82,38.73,0.47,0.0,20.0,0.0
706,slow moving,2,24267.91,10154100.0,827805942.8,411,59.05,24705.84,43,494.99,129.44,1.14,4.65,23.26,20.93
707,slow moving,2,2047.71,886560.0,60078768.9,46,44.52,19273.04,35,111.6,12.06,0.43,9.3,48.84,0.0
708,slow moving,2,19187.94,6374940.0,1492783192.5,187,102.61,34090.59,42,696.41,125.69,0.64,0.0,55.81,6.98
709,slow moving,2,6327.44,2376930.0,296687400.3,68,93.05,34954.85,30,270.15,44.19,0.62,0.0,31.58,0.0
710,slow moving,2,437.56,157050.0,6894133.5,12,36.46,13087.5,9,35.11,13.35,0.5,0.0,24.0,52.0
711,slow moving,2,1145.93,428550.0,68537686.5,15,76.4,28570.0,13,32.51,18.47,1.36,7.69,0.0,7.69
712,slow moving,2,59.9,14850.0,437640.0,3,19.97,4950.0,2,46.94,6.42,0.64,0.0,50.0,0.0
720,slow moving,2,17796.81,4357249.8,792651998.28,261,68.19,16694.44,43,2158.37,142.23,0.19,0.0,97.67,0.0
1101,slow moving,2,1025.4,245442.0,84492034.8,3,341.8,81814.0,1,1192.82,306.56,0.86,0.0,0.0,0.0
1102,slow moving,2,476.4,176640.91,84151729.52,1,476.4,176640.91,1,673.91,96.25,0.71,0.0,0.0,0.0
1103,slow moving,2,476.5,176704.37,84199632.31,1,476.5,176704.37,1,630.31,149.74,0.76,0.0,0.0,0.0
1104,slow moving,2,487.6,180861.0,88187823.6,1,487.6,180861.0,1,669.61,164.97,0.73,0.0,0.0,0.0
1105,slow moving,2,475.5,176323.61,83841876.56,1,475.5,176323.61,1,593.78,107.65,0.8,0.0,0.0,0.0
1106,slow moving,2,349.29,101876.0,9202327.6,4,87.32,25469.0,3,58.45,37.51,0.75,0.0,0.0,25.0
1108,slow moving,2,139.0,29127.0,2113240.5,2,69.5,14563.5,1,211.17,39.44,0.66,0.0,100.0,0.0
1109,slow moving,2,1.0,360.0,360.0,1,1.0,360.0,1,1.6,0.24,0.62,0.0,100.0,0.0
1110,slow moving,2,2.0,590.0,1180.0,1,2.0,590.0,1,1.08,0.41,1.85,0.0,0.0,0.0
1111,slow moving,2,1.0,500.0,500.0,1,1.0,500.0,1,1.06,0.3,0.94,0.0,0.0,0.0
1112,slow moving,2,156.02,47190.0,3895214.2,3,52.01,15730.0,3,52.3,10.99,0.09,0.0,21.21,0.0
1113,slow moving,2,892.99,248512.5,38738770.2,7,127.57,35501.79,5,116.39,52.9,0.19,2.44,9.76,12.2
1117,slow moving,2,3.57,1060.0,3784.2,1,3.57,1060.0,1,5.12,0.8,0.7,0.0,0.0,0.0
1201,medium moving,0,1162.0,347960.0,86791620.0,6,193.67,57993.33,4,79.25,86.1,0.81,50.0,0.0,0.0
1206,slow moving,2,828.9,259014.0,49725816.0,6,138.15,43169.0,6,144.82,39.29,0.2,0.0,17.24,0.0
1212,slow moving,2,233.0,61880.0,7465640.0,2,116.5,30940.0,2,53.21,31.18,0.19,0.0,0.0,17.39
1215,slow moving,2,2969.55,819000.0,810687150.0,3,989.85,273000.0,3,507.27,238.98,0.33,0.0,0.0,0.0
1216,slow moving,2,42.9,10400.0,446160.0,1,42.9,10400.0,1,73.95,13.07,0.58,0.0,100.0,0.0
1220,slow moving,2,210.0,54600.0,11466000.0,1,210.0,54600.0,1,258.68,58.13,0.81,0.0,0.0,0.0
1227,slow moving,2,57.0,13500.0,569250.0,2,28.5,6750.0,1,28.63,15.68,1.99,0.0,0.0,0.0
1229,slow moving,2,89.0,19712.32,1754396.48,1,89.0,19712.32,1,105.85,18.52,0.84,0.0,0.0,0.0
1231,slow moving,2,91.0,21984.0,2000544.0,1,91.0,21984.0,1,169.14,22.33,0.54,0.0,100.0,0.0
1233,slow moving,2,245.0,58956.0,14444220.0,1,245.0,58956.0,1,276.75,79.81,0.89,0.0,0.0,0.0
1234,slow moving,2,2850.15,733753.44,177043379.0,15,190.01,48916.9,9,117.52,98.33,0.62,12.82,0.0,38.46
1237,slow moving,2,55.0,14910.0,552090.0,2,27.5,7455.0,2,30.42,9.13,0.45,0.0,0.0,0.0
1238,slow moving,2,9941.15,2691404.86,1273830882.71,39,254.9,69010.38,25,652.46,95.08,0.35,0.0,65.12,0.0
1240,medium moving,0,3055.9,768306.0,381656436.0,11,277.81,69846.0,8,83.3,84.03,0.87,21.43,0.0,26.19
1242,slow moving,2,390.95,97812.0,38239601.4,1,390.95,97812.0,1,467.04,132.71,0.84,0.0,0.0,0.0
1243,slow moving,2,1099.05,276333.75,303704607.94,1,1099.05,276333.75,1,1579.08,252.69,0.7,0.0,0.0,0.0
1244,slow moving,2,239.95,61380.0,14728131.0,1,239.95,61380.0,1,413.86,49.93,0.58,0.0,100.0,0.0
1304,slow moving,2,259.0,61281.6,5863672.8,3,86.33,20427.2,3,64.64,27.3,0.2,0.0,5.0,5.0
1305,slow moving,2,288.0,66880.0,8622760.0,3,96.0,22293.33,3,46.81,22.02,0.34,0.0,0.0,16.67
1306,slow moving,2,259.0,61281.6,5863672.8,3,86.33,20427.2,3,60.15,28.97,0.22,0.0,0.0,5.0
1307,slow moving,2,194.0,42682.5,5016847.5,2,97.0,21341.25,2,121.6,30.67,0.8,0.0,0.0,0.0
1308,slow moving,2,288.0,66880.0,8622760.0,3,96.0,22293.33,3,63.3,29.89,0.25,0.0,0.0,0.0
1309,slow moving,2,224.0,57600.0,6057378.0,3,74.67,19200.0,3,25.87,15.75,0.58,0.0,0.0,13.33
1310,slow moving,2,499.0,115573.5,12713179.5,5,99.8,23114.7,3,51.97,33.27,0.42,0.0,0.0,13.04
1311,slow moving,2,224.0,57600.0,6057378.0,3,74.67,19200.0,3,44.3,25.18,0.34,0.0,0.0,13.33
1312,slow moving,2,542.2,129426.51,14432938.71,8,67.78,16178.31,5,80.84,29.59,0.56,0.0,0.0,0.0
1313,slow moving,2,56.0,13122.0,734832.0,1,56.0,13122.0,1,61.11,16.12,0.92,0.0,0.0,0.0
1315,slow moving,2,3136.7,669750.0,484460973.0,5,627.34,133950.0,4,462.91,210.94,0.48,0.0,0.0,0.0
1317,slow moving,2,2.5,600.0,1500.0,1,2.5,600.0,1,1.74,0.82,1.44,0.0,0.0,0.0
1320,slow moving,2,54.0,13500.0,729000.0,1,54.0,13500.0,1,57.82,16.62,0.93,0.0,0.0,0.0
1321,slow moving,2,2015.85,437820.0,96310727.25,25,80.63,17512.8,18,158.47,23.78,0.3,4.65,39.53,0.0
1322,slow moving,2,2285.65,496920.0,175662930.0,7,326.52,70988.57,4,809.23,118.96,0.56,0.0,40.0,0.0
1323,slow moving,2,918.0,193725.0,177839550.0,1,918.0,193725.0,1,1410.7,296.16,0.65,0.0,100.0,0.0
1324,slow moving,2,773.5,171972.6,37506336.0,9,85.94,19108.07,7,15.56,35.12,1.16,4.65,0.0,95.35
1325,slow moving,2,56.4,24175.2,1077249.6,2,28.2,12087.6,2,12.9,7.49,0.12,0.0,0.0,15.79
1326,slow moving,2,1197.0,266040.0,44569500.0,10,119.7,26604.0,8,64.37,46.5,0.44,2.38,0.0,59.52
1328,slow moving,2,10449.2,2219581.8,1713020085.24,19,549.96,116820.09,11,285.12,320.54,1.22,10.0,6.67,73.33
1329,slow moving,2,1197.0,266040.0,44569500.0,10,119.7,26604.0,8,27.77,44.88,1.03,0.0,0.0,88.1
1330,slow moving,2,2288.8,481211.09,206234219.74,38,60.23,12663.45,25,40.89,30.84,1.3,4.65,0.0,30.23
1331,slow moving,2,10449.2,2219581.8,1713020085.24,19,549.96,116820.09,11,1046.98,196.1,0.33,3.33,30.0,3.33
1332,slow moving,2,134.0,26880.0,3601920.0,1,134.0,26880.0,1,244.68,40.56,0.55,0.0,100.0,0.0
1333,medium moving,0,1642.63,390746.8,34511706.91,28,58.67,13955.24,19,31.34,28.05,1.38,13.16,0.0,52.63
1334,slow moving,2,34.0,7560.0,257040.0,1,34.0,7560.0,1,35.02,8.21,0.97,0.0,0.0,0.0
1335,slow moving,2,2289.9,538001.5,120220655.0,16,143.12,33625.09,13,69.92,35.4,0.86,2.63,0.0,44.74
1336,slow moving,2,1642.63,390746.8,34511706.91,28,58.67,13955.24,19,82.88,21.95,0.52,0.0,28.95,10.53
1337,slow moving,2,171.0,28047.6,2335359.6,2,85.5,14023.8,2,36.28,18.31,0.13,0.0,0.0,22.22
1338,slow moving,2,22.2,5304.0,117748.8,1,22.2,5304.0,1,22.05,7.73,1.01,0.0,0.0,0.0
1340,slow moving,2,51.0,11970.0,610470.0,1,51.0,11970.0,1,57.46,10.63,0.89,0.0,0.0,0.0
1341,slow moving,2,50.0,13780.8,689040.0,1,50.0,13780.8,1,26.46,14.17,1.89,0.0,0.0,0.0
1342,slow moving,2,1175.0,290700.0,341572500.0,1,1175.0,290700.0,1,1302.16,260.63,0.9,0.0,0.0,0.0
1343,slow moving,2,125.0,35600.4,4450050.0,1,125.0,35600.4,1,139.12,36.83,0.9,0.0,0.0,0.0
1345,slow moving,2,169.0,38175.0,4937025.0,2,84.5,19087.5,2,138.77,26.28,0.15,0.0,62.5,0.0
1347,slow moving,2,179.25,41400.0,7420950.0,1,179.25,41400.0,1,198.39,43.56,0.9,0.0,0.0,0.0
1348,medium moving,0,179.25,41400.0,7420950.0,1,179.25,41400.0,1,41.16,36.24,4.35,0.0,0.0,0.0
1349,slow moving,2,614.0,133822.5,27569167.5,4,153.5,33455.62,4,23.42,53.58,0.85,6.45,0.0,87.1
1353,slow moving,2,279.0,62023.53,8454217.65,3,93.0,20674.51,3,96.91,26.65,0.58,0.0,0.0,0.0
1354,slow moving,2,1703.2,373457.0,116235871.0,14,121.66,26675.5,13,242.84,33.67,0.18,0.0,61.54,0.0
1355,slow moving,2,265.0,60187.5,15949687.5,1,265.0,60187.5,1,350.35,79.55,0.76,0.0,0.0,0.0
1356,slow moving,2,683.0,160947.0,31005255.0,7,97.57,22992.43,5,124.0,39.08,0.19,0.0,10.34,0.0
1357,slow moving,2,324.0,70560.0,22861440.0,1,324.0,70560.0,1,294.11,76.58,1.1,0.0,0.0,0.0
1359,slow moving,2,52.5,12750.0,370125.0,2,26.25,6375.0,2,16.0,9.14,0.55,0.0,0.0,0.0
1361,slow moving,2,507.9,103320.0,28013580.0,2,253.95,51660.0,2,172.78,66.11,0.49,0.0,0.0,0.0
1362,slow moving,2,47.0,11340.0,532980.0,1,47.0,11340.0,1,64.09,12.76,0.73,0.0,0.0,0.0
1363,slow moving,2,319.35,65731.0,13614060.0,3,106.45,21910.33,3,38.39,37.15,0.23,0.0,0.0,61.11
1364,slow moving,2,1461.55,343581.12,53648701.31,24,60.9,14315.88,18,58.85,26.71,0.64,0.0,2.56,12.82
1366,slow moving,2,847.0,197100.0,33582300.0,5,169.4,39420.0,5,51.16,37.31,0.5,3.03,0.0,45.45
1370,slow moving,2,211.1,54523.64,4684671.98,4,52.78,13630.91,4,33.31,10.86,0.24,0.0,3.85,0.0
1371,slow moving,2,201.5,51660.0,3137715.0,5,40.3,10332.0,3,48.09,22.69,0.2,0.0,0.0,4.76
1372,slow moving,2,503.7,105840.0,20806632.0,3,167.9,35280.0,3,116.59,51.04,0.72,0.0,0.0,16.67
1373,slow moving,2,4525.2,1036610.0,1199369270.0,5,905.04,207322.0,3,511.48,341.36,0.63,14.29,0.0,0.0
1400,fast moving,1,218633.42,37471632.4,18703983831.4,744,293.86,50365.1,43,5178.24,1753.43,0.98,4.65,25.58,11.63
1401,slow moving,2,1429.9,211232.0,73070277.1,7,204.27,30176.0,5,212.14,84.55,0.45,6.67,0.0,0.0
1402,slow moving,2,2047.0,433357.9,87477517.75,27,75.81,16050.29,12,71.37,48.22,0.75,5.26,0.0,18.42
1403,slow moving,2,28.48,8200.0,105184.0,2,14.24,4100.0,2,10.16,3.07,0.4,0.0,0.0,0.0
1405,medium moving,0,1966.86,1035261.5,87139279.56,59,33.34,17546.81,21,40.14,30.06,1.44,32.35,0.0,23.53
1408,slow moving,2,434.2,378801.54,52861083.76,10,43.42,37880.15,6,83.61,16.82,0.35,0.0,13.33,0.0
1410,slow moving,2,5.0,2200.0,11000.0,1,5.0,2200.0,1,6.51,1.44,0.77,0.0,0.0,0.0
1416,slow moving,2,48.0,10500.0,252000.0,2,24.0,5250.0,2,39.97,6.08,0.4,0.0,100.0,0.0
1417,slow moving,2,90.0,22722.48,2045023.2,1,90.0,22722.48,1,80.42,29.47,1.12,0.0,0.0,0.0
2004,fast moving,1,350500.0,35707500.0,184232750000.0,97,3613.4,368118.56,34,9568.88,2154.02,0.85,2.33,2.33,2.33
2005,slow moving,2,950.0,88350.0,83932500.0,1,950.0,88350.0,1,769.46,294.1,1.23,0.0,0.0,0.0
2016,fast moving,1,599625.0,61236075.0,279260743125.0,188,3189.49,325723.8,40,20102.28,4255.24,0.71,9.52,45.24,4.76
2018,slow moving,2,3400.0,409500.0,1103700000.0,2,1700.0,204750.0,2,1429.96,561.74,0.26,0.0,0.0,0.0
2019,slow moving,2,1000.0,130000.0,130000000.0,1,1000.0,130000.0,1,1442.68,347.47,0.69,0.0,0.0,0.0
2028,slow moving,2,1000.0,116000.0,116000000.0,1,1000.0,116000.0,1,762.79,323.91,1.31,0.0,0.0,0.0
2035,slow moving,2,102600.0,10403100.0,65653310000.0,28,3664.29,371539.29,14,1670.74,1581.44,1.54,7.5,0.0,57.5
2036,slow moving,2,6000.0,572000.0,572000000.0,6,1000.0,95333.33,4,727.14,449.16,0.23,2.78,0.0,19.44
2037,slow moving,2,5000.0,502500.0,2512500000.0,1,5000.0,502500.0,1,8869.84,1291.46,0.56,0.0,100.0,0.0
2103,slow moving,2,70.0,14000.0,350000.0,3,23.33,4666.67,3,35.26,5.5,0.5,0.0,25.0,0.0
2104,slow moving,2,100.0,28400.0,719250.0,4,25.0,7100.0,3,23.25,9.48,0.24,0.0,5.56,0.0
2108,slow moving,2,25.0,6875.0,171875.0,1,25.0,6875.0,1,38.53,5.37,0.65,0.0,100.0,0.0
2123,slow moving,2,36.0,13680.0,492480.0,1,36.0,13680.0,1,53.51,7.98,0.67,0.0,0.0,0.0
2128,slow moving,2,73.5,12862.5,945393.75,1,73.5,12862.5,1,33.32,24.37,2.21,0.0,0.0,0.0
2131,slow moving,2,100.0,27550.0,1265500.0,3,33.33,9183.33,2,14.56,17.12,0.16,0.0,0.0,66.67
2136,slow moving,2,18.0,6300.0,113400.0,1,18.0,6300.0,1,27.54,4.65,0.65,0.0,100.0,0.0
2137,slow moving,2,415.0,91775.0,6425125.0,7,59.29,13110.71,3,141.02,36.18,0.98,0.0,0.0,0.0
2138,slow moving,2,44.0,12320.0,327040.0,2,22.0,6160.0,1,65.2,14.92,0.67,0.0,0.0,0.0
2139,slow moving,2,112.0,31760.0,881360.0,5,22.4,6352.0,3,22.33,10.82,0.14,0.0,0.0,11.11
2146,slow moving,2,80.0,17600.0,1408000.0,1,80.0,17600.0,1,82.81,26.06,0.97,0.0,0.0,0.0
2149,slow moving,2,150.0,45000.0,6750000.0,1,150.0,45000.0,1,149.12,34.79,1.01,0.0,0.0,0.0
2150,slow moving,2,365.0,100375.0,7803125.0,6,60.83,16729.17,4,31.67,29.58,0.4,0.0,0.0,62.07
3005,slow moving,2,1588.3,169215.61,145917848.36,2,794.15,84607.8,2,1099.33,269.33,0.11,0.0,38.46,0.0
3007,slow moving,2,25.0,3375.0,84375.0,1,25.0,3375.0,1,25.49,6.52,0.98,0.0,0.0,0.0
3011,slow moving,2,825.0,107250.0,25106250.0,4,206.25,26812.5,3,352.11,89.49,0.59,0.0,0.0,0.0
3012,slow moving,2,400.0,54000.0,11475000.0,2,200.0,27000.0,2,330.31,44.44,0.61,0.0,100.0,0.0
3019,slow moving,2,6175.0,802750.0,1039106250.0,6,1029.17,133791.67,4,1972.81,330.14,0.78,0.0,0.0,0.0
3031,slow moving,2,75.0,10125.0,253125.0,3,25.0,3375.0,2,35.5,11.14,0.26,0.0,0.0,12.5
3033,slow moving,2,1596.0,157587.6,245234808.0,2,798.0,78793.8,2,727.21,255.53,0.73,0.0,0.0,0.0
3036,medium moving,0,28625.0,3864375.0,2954728125.0,44,650.57,87826.7,15,682.79,555.1,2.79,26.67,0.0,6.67
3045,slow moving,2,8661.8,1172749.56,689081593.84,18,481.21,65152.75,10,535.45,302.92,0.46,0.0,0.0,28.57
3063,slow moving,2,14368.7,1934619.0,1777191187.8,21,684.22,92124.71,14,608.88,231.97,1.47,6.25,0.0,18.75
3065,slow moving,2,34.0,5100.0,173400.0,1,34.0,5100.0,1,37.75,8.39,0.9,0.0,0.0,0.0
3074,slow moving,2,16995.0,2135659.04,1570135312.16,28,606.96,76273.54,13,1921.99,314.84,0.68,0.0,23.08,0.0
3079,slow moving,2,250.0,31250.0,7812500.0,1,250.0,31250.0,1,311.85,53.36,0.8,0.0,0.0,0.0
3084,slow moving,2,250.0,31250.0,7812500.0,1,250.0,31250.0,1,357.2,58.16,0.7,0.0,0.0,0.0
3090,slow moving,2,76.0,10491.0,230001.0,4,19.0,2622.75,3,15.04,8.22,0.18,3.57,3.57,28.57
3107,slow moving,2,558.0,78200.0,42359600.0,2,279.0,39100.0,2,184.84,91.13,0.12,0.0,7.69,34.62
3108,slow moving,2,825.0,104775.0,86439375.0,1,825.0,104775.0,1,680.49,272.55,1.21,0.0,0.0,0.0
3122,slow moving,2,1.0,175.0,175.0,1,1.0,175.0,1,1.29,0.25,0.78,0.0,0.0,0.0
3123,slow moving,2,1.0,175.0,175.0,1,1.0,175.0,1,1.1,0.32,0.91,0.0,0.0,0.0
3125,slow moving,2,825.0,141280.0,4088100.0,31,26.61,4557.42,23,34.88,8.01,0.56,4.76,19.05,2.38
3127,slow moving,2,1.0,175.0,175.0,1,1.0,175.0,1,1.51,0.27,0.66,0.0,100.0,0.0
3136,slow moving,2,1.0,175.0,175.0,1,1.0,175.0,1,1.07,0.33,0.93,0.0,0.0,0.0
3140,slow moving,2,25.0,4375.0,109375.0,1,25.0,4375.0,1,23.9,5.34,1.05,0.0,0.0,0.0
3149,slow moving,2,1.0,160.0,160.0,1,1.0,160.0,1,0.49,0.22,2.04,0.0,0.0,0.0
3150,slow moving,2,87.74,18028.4,380757.62,5,17.55,3605.68,4,11.56,6.19,0.29,3.85,0.0,0.0
3151,slow moving,2,50.78,8124.8,200097.34,3,16.93,2708.27,3,11.61,5.27,0.4,0.0,0.0,0.0
3153,slow moving,2,25.0,4375.0,109375.0,1,25.0,4375.0,1,39.62,5.89,0.63,0.0,100.0,0.0
3155,slow moving,2,220.0,37650.0,924250.0,9,24.44,4183.33,9,17.69,5.27,0.89,14.29,0.0,0.0
3156,medium moving,0,300.0,52125.0,1521875.0,11,27.27,4738.64,8,6.11,12.22,2.13,39.13,0.0,47.83
3159,slow moving,2,25.68,4483.8,109448.98,2,12.84,2241.9,2,7.33,3.91,0.39,0.0,0.0,0.0
10359,slow moving,2,177.7,45660.0,3518766.0,5,35.54,9132.0,4,25.09,9.52,0.79,11.11,0.0,11.11
12823,slow moving,2,2212.36,672248.0,119233896.4,16,138.27,42015.5,9,427.76,71.31,0.3,0.0,64.71,0.0
