PFco_Code,tahun,bulan,stok_awal,stok_masuk,penjualan,stok_akhir,safety_stock,status_stok
445,2021,10,2894.35,745.82,807.15,2833.02,310.8,overstock
445,2021,11,2833.02,437.08,484.0,2786.1,310.8,overstock
445,2021,12,2786.1,3336.38,3272.58,2849.9,310.8,overstock
445,2022,1,2849.9,1679.16,1474.99,3054.07,310.8,overstock
445,2022,2,3054.07,2110.84,2091.21,3073.7,310.8,overstock
445,2022,3,3073.7,199.12,148.53,3124.29,310.8,overstock
445,2022,4,3124.29,2447.96,1710.27,3861.98,310.8,overstock
445,2022,5,3861.98,675.3,1588.41,2948.87,310.8,overstock
445,2022,6,2948.87,493.85,481.2,2961.52,310.8,overstock
445,2022,7,2961.52,2847.96,2755.77,3053.71,310.8,overstock
445,2022,8,3053.71,1548.93,1359.8,3242.84,310.8,overstock
445,2022,9,3242.84,467.47,847.8,2862.51,310.8,overstock
445,2022,10,2862.51,824.13,549.52,3137.12,310.8,overstock
445,2022,11,3137.12,352.93,211.2,3278.85,310.8,overstock
445,2022,12,3278.85,0.0,0.0,3017.93,310.8,overstock
445,2023,1,3017.93,646.77,679.6,2985.1,310.8,overstock
445,2023,2,2985.1,90.75,105.3,2970.55,310.8,overstock
445,2023,3,2970.55,249.1,275.1,2944.55,310.8,overstock
445,2023,4,2944.55,541.79,530.35,2955.99,310.8,overstock
445,2023,5,2955.99,0.0,0.0,2805.69,310.8,overstock
445,2023,6,2805.69,0.0,0.0,2656.43,310.8,overstock
445,2023,7,2656.43,398.46,262.9,2791.99,310.8,overstock
445,2023,8,2791.99,1608.91,1591.11,2809.79,310.8,overstock
445,2023,9,2809.79,115.05,148.0,2776.84,310.8,overstock
445,2023,10,2776.84,284.03,247.2,2813.67,310.8,overstock
445,2023,11,2813.67,515.63,462.5,2866.8,310.8,overstock
445,2023,12,2866.8,384.46,415.3,2835.96,310.8,overstock
445,2024,1,2835.96,1123.43,1149.2,2810.19,310.8,overstock
445,2024,2,2810.19,566.4,356.1,3020.49,310.8,overstock
445,2024,3,3020.49,0.0,0.0,2721.32,310.8,overstock
445,2024,4,2721.32,571.41,510.6,2782.13,310.8,overstock
445,2024,5,2782.13,264.56,495.38,2551.31,310.8,overstock
445,2024,6,2551.31,987.28,878.6,2659.99,310.8,overstock
445,2024,7,2659.99,407.11,376.1,2691.0,310.8,overstock
446,2021,1,141.54,35.85,50.8,126.59,46.7,normal
446,2021,2,126.59,505.77,529.5,102.86,46.7,normal
446,2021,3,102.86,55.67,54.0,104.53,46.7,normal
446,2021,4,104.53,0.0,0.0,91.86,46.7,normal
446,2021,5,91.86,0.0,0.0,86.54,46.7,normal
446,2021,6,86.54,70.47,52.0,105.01,46.7,normal
446,2021,7,105.01,85.7,52.0,138.71,46.7,normal
446,2021,8,138.71,0.0,0.0,127.1,46.7,normal
446,2021,9,127.1,183.27,185.0,125.37,46.7,normal
446,2021,10,125.37,0.0,0.0,113.14,46.7,normal
446,2021,11,113.14,200.85,188.24,125.75,46.7,normal
446,2021,12,125.75,154.48,116.22,164.01,46.7,normal
446,2022,1,164.01,169.39,260.7,72.7,46.7,normal
446,2022,2,72.7,0.0,0.0,67.04,46.7,normal
446,2022,3,67.04,155.71,119.4,103.35,46.7,normal
446,2022,4,103.35,362.27,239.22,226.4,46.7,overstock
446,2022,5,226.4,260.81,379.62,107.59,46.7,normal
446,2022,6,107.59,69.86,65.61,111.84,46.7,normal
446,2022,7,111.84,68.87,158.28,22.43,46.7,understock
446,2022,8,22.43,77.28,50.2,49.51,46.7,normal
446,2022,9,49.51,197.1,179.5,67.11,46.7,normal
446,2022,10,67.11,43.84,27.2,83.75,46.7,normal
446,2022,11,83.75,31.33,52.2,62.88,46.7,normal
446,2022,12,62.88,0.0,0.0,58.35,46.7,normal
446,2023,1,58.35,86.64,81.46,63.53,46.7,normal
446,2023,2,63.53,320.53,569.96,0.0,46.7,stockout
446,2023,3,0.0,77.48,157.6,0.0,46.7,stockout
446,2023,4,0.0,0.0,0.0,0.0,46.7,stockout
446,2023,5,0.0,48.74,51.3,0.0,46.7,stockout
446,2023,6,0.0,0.0,0.0,0.0,46.7,stockout
446,2023,7,0.0,25.69,49.6,0.0,46.7,stockout
446,2023,8,0.0,105.97,101.0,4.97,46.7,understock
446,2023,9,4.97,0.0,0.0,4.59,46.7,understock
446,2023,10,4.59,50.64,112.37,0.0,46.7,stockout
446,2023,11,0.0,0.0,0.0,0.0,46.7,stockout
446,2023,12,0.0,28.9,50.8,0.0,46.7,stockout
446,2024,1,0.0,109.31,100.8,8.51,46.7,understock
446,2024,2,8.51,116.37,98.95,25.93,46.7,understock
446,2024,3,25.93,72.74,49.7,48.97,46.7,normal
446,2024,4,48.97,0.0,0.0,44.53,46.7,understock
446,2024,5,44.53,110.06,74.9,79.69,46.7,normal
446,2024,6,79.69,0.0,0.0,70.59,46.7,normal
446,2024,7,70.59,94.48,101.38,63.69,46.7,normal
447,2021,1,86.17,174.17,156.0,104.34,32.37,normal
447,2021,2,104.34,65.58,46.7,123.22,32.37,normal
447,2021,3,123.22,15.8,0.0,127.3,32.37,normal
447,2021,4,127.3,15.84,0.0,136.38,32.37,normal
447,2021,5,136.38,0.0,0.0,127.67,32.37,normal
447,2021,6,127.67,97.92,103.63,121.96,32.37,normal
447,2021,7,121.96,0.0,0.0,111.01,32.37,normal
447,2021,8,111.01,0.0,0.0,102.86,32.37,normal
447,2021,9,102.86,0.0,0.0,92.04,32.37,normal
447,2021,10,92.04,73.86,150.26,15.64,32.37,understock
447,2021,11,15.64,0.0,0.0,14.59,32.37,understock
447,2021,12,14.59,0.0,0.0,13.84,32.37,understock
447,2022,1,13.84,0.0,0.0,12.69,32.37,understock
447,2022,2,12.69,201.04,198.6,15.13,32.37,understock
447,2022,3,15.13,0.0,0.0,13.34,32.37,understock
447,2022,4,13.34,0.0,0.0,12.34,32.37,understock
447,2022,5,12.34,0.0,0.0,11.0,32.37,understock
447,2022,6,11.0,0.0,0.0,9.92,32.37,understock
447,2022,7,9.92,0.0,0.0,9.28,32.37,understock
447,2022,8,9.28,6.09,11.5,3.87,32.37,understock
447,2022,9,3.87,68.6,109.5,0.0,32.37,stockout
447,2022,10,0.0,0.0,0.0,0.0,32.37,stockout
447,2022,11,0.0,0.0,0.0,0.0,32.37,stockout
447,2022,12,0.0,7.98,0.0,7.98,32.37,understock
447,2023,1,7.98,76.36,106.5,0.0,32.37,stockout
447,2023,2,0.0,0.0,0.0,0.0,32.37,stockout
447,2023,3,0.0,55.78,54.2,1.58,32.37,understock
447,2023,4,1.58,121.18,110.4,12.36,32.37,understock
447,2023,5,12.36,0.0,0.0,11.12,32.37,understock
447,2023,6,11.12,53.14,49.05,15.21,32.37,understock
447,2023,7,15.21,0.0,0.0,13.34,32.37,understock
447,2023,8,13.34,0.0,0.0,12.44,32.37,understock
447,2023,9,12.44,112.82,110.6,14.66,32.37,understock
447,2023,10,14.66,44.04,108.7,0.0,32.37,stockout
447,2023,11,0.0,7.0,0.0,7.0,32.37,understock
447,2023,12,7.0,0.0,0.0,6.49,32.37,understock
447,2024,1,6.49,65.26,101.88,0.0,32.37,stockout
447,2024,2,0.0,0.0,0.0,0.0,32.37,stockout
447,2024,3,0.0,0.0,0.0,0.0,32.37,stockout
447,2024,4,0.0,0.0,0.0,0.0,32.37,stockout
447,2024,5,0.0,102.18,103.98,0.0,32.37,stockout
448,2021,1,748.3,1776.43,1369.03,1155.7,224.97,overstock
448,2021,2,1155.7,758.42,693.89,1220.23,224.97,overstock
448,2021,3,1220.23,292.94,281.78,1231.39,224.97,overstock
448,2021,4,1231.39,1080.0,961.93,1349.46,224.97,overstock
448,2021,5,1349.46,33.52,41.02,1341.96,224.97,overstock
448,2021,6,1341.96,1213.78,1120.69,1435.05,224.97,overstock
448,2021,7,1435.05,1688.32,1764.1,1359.27,224.97,overstock
448,2021,8,1359.27,830.79,804.0,1386.06,224.97,overstock
448,2021,9,1386.06,0.0,0.0,1205.52,224.97,overstock
448,2021,10,1205.52,0.0,0.0,1109.27,224.97,normal
448,2021,11,1109.27,0.0,0.0,1021.84,224.97,normal
448,2021,12,1021.84,0.0,0.0,896.1,224.97,normal
448,2022,1,896.1,48.69,0.0,899.38,224.97,normal
448,2022,2,899.38,0.0,0.0,848.21,224.97,normal
448,2022,3,848.21,0.0,0.0,781.3,224.97,normal
448,2022,4,781.3,65.32,0.0,734.42,224.97,normal
448,2022,5,734.42,0.0,0.0,670.91,224.97,normal
448,2022,6,670.91,0.0,0.0,610.86,224.97,normal
448,2022,7,610.86,0.0,2.2,608.66,224.97,normal
448,2022,8,608.66,0.0,0.0,558.95,224.97,normal
448,2022,9,558.95,0.0,0.0,514.82,224.97,normal
448,2022,10,514.82,0.0,0.0,485.69,224.97,normal
448,2022,11,485.69,0.0,0.0,441.62,224.97,normal
448,2022,12,441.62,0.0,0.0,402.88,224.97,normal
448,2023,1,402.88,0.0,0.0,372.46,224.97,normal
448,2023,2,372.46,44.57,0.0,387.03,224.97,normal
448,2023,3,387.03,0.0,0.0,360.94,224.97,normal
448,2023,4,360.94,0.0,0.0,342.32,224.97,normal
448,2023,5,342.32,354.5,543.2,153.62,224.97,understock
449,2021,2,109.2,120.85,169.97,60.08,28.47,normal
449,2021,3,60.08,54.96,60.52,54.52,28.47,normal
450,2022,7,106.58,116.39,108.78,114.19,30.75,normal
451,2021,8,864.54,1138.14,1057.71,944.97,267.34,normal
451,2021,9,944.97,1559.6,1444.75,1059.82,267.34,normal
451,2021,10,1059.82,548.3,862.15,745.97,267.34,normal
451,2021,11,745.97,1068.72,2670.9,0.0,267.34,stockout
451,2021,12,0.0,2141.34,2210.17,0.0,267.34,stockout
451,2022,1,0.0,320.11,418.47,0.0,267.34,stockout
451,2022,2,0.0,973.11,1397.37,0.0,267.34,stockout
451,2022,3,0.0,1310.97,899.23,411.74,267.34,normal
451,2022,4,411.74,167.34,97.7,481.38,267.34,normal
451,2022,5,481.38,1168.54,1076.38,573.54,267.34,normal
451,2022,6,573.54,1079.93,979.41,674.06,267.34,normal
451,2022,7,674.06,462.76,977.56,159.26,267.34,understock
451,2022,8,159.26,522.56,551.1,130.72,267.34,understock
451,2022,9,130.72,681.4,1051.7,0.0,267.34,stockout
451,2022,10,0.0,297.13,271.5,25.63,267.34,understock
451,2022,11,25.63,164.91,145.6,44.94,267.34,understock
451,2022,12,44.94,599.95,637.4,7.49,267.34,understock
451,2023,1,7.49,765.63,1801.5,0.0,267.34,stockout
451,2023,2,0.0,608.25,546.8,61.45,267.34,understock
451,2023,3,61.45,149.58,289.2,0.0,267.34,stockout
451,2023,4,0.0,2683.12,1645.41,1037.71,267.34,normal
451,2023,5,1037.71,520.78,604.3,954.19,267.34,normal
451,2023,6,954.19,1279.4,1381.89,851.7,267.34,normal
451,2023,7,851.7,293.31,338.55,806.46,267.34,normal
451,2023,8,806.46,1680.6,1901.6,585.46,267.34,normal
451,2023,9,585.46,605.68,502.01,689.13,267.34,normal
451,2023,10,689.13,545.98,825.0,410.11,267.34,normal
451,2023,11,410.11,705.1,1494.36,0.0,267.34,stockout
451,2023,12,0.0,0.0,0.0,0.0,267.34,stockout
451,2024,1,0.0,2123.09,1536.8,586.29,267.34,normal
451,2024,2,586.29,229.34,346.9,468.73,267.34,normal
451,2024,3,468.73,728.56,646.2,551.09,267.34,normal
451,2024,4,551.09,614.69,606.9,558.88,267.34,normal
451,2024,5,558.88,350.93,564.6,345.21,267.34,normal
451,2024,6,345.21,1004.46,874.0,475.67,267.34,normal
451,2024,7,475.67,621.35,910.0,187.02,267.34,understock
454,2021,1,944.17,1860.37,1682.03,1122.51,230.79,normal
454,2021,2,1122.51,897.35,973.51,1046.35,230.79,normal
454,2021,3,1046.35,1166.51,1302.41,910.45,230.79,normal
454,2021,4,910.45,943.24,862.74,990.95,230.79,normal
454,2021,5,990.95,71.27,80.64,981.58,230.79,normal
454,2021,6,981.58,180.77,303.12,859.23,230.79,normal
454,2021,7,859.23,823.91,845.91,837.23,230.79,normal
454,2021,8,837.23,689.54,678.09,848.68,230.79,normal
454,2021,9,848.68,199.8,173.6,874.88,230.79,normal
454,2021,10,874.88,1044.71,989.15,930.44,230.79,normal
454,2021,11,930.44,1046.5,1040.49,936.45,230.79,normal
454,2021,12,936.45,3273.88,2325.76,1884.57,230.79,overstock
454,2022,1,1884.57,312.76,298.4,1898.93,230.79,overstock
454,2022,2,1898.93,851.94,789.86,1961.01,230.79,overstock
454,2022,3,1961.01,869.24,1407.02,1423.23,230.79,overstock
454,2022,4,1423.23,464.9,417.13,1471.0,230.79,overstock
454,2022,5,1471.0,854.89,548.4,1777.49,230.79,overstock
454,2022,6,1777.49,827.14,814.62,1790.01,230.79,overstock
454,2022,7,1790.01,1147.51,1171.13,1766.39,230.79,overstock
454,2022,8,1766.39,376.14,278.84,1863.69,230.79,overstock
454,2022,9,1863.69,774.91,711.46,1927.14,230.79,overstock
454,2022,10,1927.14,284.75,419.25,1792.64,230.79,overstock
454,2022,11,1792.64,278.58,318.74,1752.48,230.79,overstock
454,2022,12,1752.48,567.15,625.8,1693.83,230.79,overstock
454,2023,1,1693.83,642.4,457.06,1879.17,230.79,overstock
454,2023,2,1879.17,1232.81,1314.49,1797.49,230.79,overstock
454,2023,3,1797.49,2642.24,1566.6,2873.13,230.79,overstock
454,2023,4,2873.13,2101.91,2075.12,2899.92,230.79,overstock
454,2023,5,2899.92,456.17,474.3,2881.79,230.79,overstock
454,2023,6,2881.79,693.87,679.67,2895.99,230.79,overstock
454,2023,7,2895.99,393.99,671.76,2618.22,230.79,overstock
454,2023,8,2618.22,485.49,349.02,2754.69,230.79,overstock
454,2023,9,2754.69,769.34,692.97,2831.06,230.79,overstock
454,2023,10,2831.06,566.66,490.98,2906.74,230.79,overstock
454,2023,11,2906.74,833.26,750.8,2989.2,230.79,overstock
454,2023,12,2989.2,0.0,0.0,2552.12,230.79,overstock
454,2024,1,2552.12,955.96,685.6,2822.48,230.79,overstock
454,2024,2,2822.48,383.81,432.2,2774.09,230.79,overstock
454,2024,3,2774.09,793.42,841.7,2725.81,230.79,overstock
454,2024,4,2725.81,336.34,336.8,2725.35,230.79,overstock
454,2024,5,2725.35,317.69,667.8,2375.24,230.79,overstock
454,2024,6,2375.24,443.73,318.0,2500.97,230.79,overstock
454,2024,7,2500.97,880.26,774.4,2606.83,230.79,overstock
455,2023,12,46.77,94.19,97.8,43.16,17.41,normal
455,2024,1,43.16,0.0,0.0,37.5,17.41,normal
455,2024,2,37.5,6.65,0.0,38.76,17.41,normal
455,2024,3,38.76,0.0,0.0,33.03,17.41,normal
455,2024,4,33.03,0.0,0.0,29.54,17.41,normal
455,2024,5,29.54,0.0,0.0,27.13,17.41,normal
455,2024,6,27.13,0.0,0.0,24.93,17.41,normal
455,2024,7,24.93,15.41,12.8,27.54,17.41,normal
456,2021,4,1144.13,0.0,11.94,1132.19,208.45,normal
456,2021,5,1132.19,1923.23,1780.06,1275.36,208.45,normal
456,2021,6,1275.36,0.0,0.0,1179.43,208.45,normal
456,2021,7,1179.43,4454.41,2647.29,2986.55,208.45,overstock
456,2021,8,2986.55,0.0,0.0,2584.5,208.45,overstock
456,2021,9,2584.5,0.0,0.0,2345.59,208.45,overstock
456,2021,10,2345.59,3132.23,3124.52,2353.3,208.45,overstock
456,2021,11,2353.3,0.0,0.0,2051.76,208.45,overstock
456,2021,12,2051.76,47.99,75.5,2024.25,208.45,overstock
456,2022,1,2024.25,0.0,0.0,1919.39,208.45,overstock
456,2022,2,1919.39,2251.92,3424.2,747.11,208.45,normal
456,2022,3,747.11,190.81,0.0,865.39,208.45,normal
456,2022,4,865.39,0.0,0.0,771.42,208.45,normal
456,2022,5,771.42,0.0,0.0,670.81,208.45,normal
456,2022,6,670.81,0.0,0.0,610.57,208.45,normal
456,2022,7,610.57,0.0,0.0,531.01,208.45,normal
456,2022,8,531.01,0.0,0.0,483.85,208.45,normal
456,2022,9,483.85,195.03,0.0,650.28,208.45,normal
456,2022,10,650.28,0.0,0.0,590.9,208.45,normal
456,2022,11,590.9,0.0,0.0,521.2,208.45,normal
456,2022,12,521.2,346.44,316.7,550.94,208.45,normal
456,2023,1,550.94,0.0,0.0,477.76,208.45,normal
456,2023,2,477.76,0.0,0.0,411.0,208.45,normal
456,2023,3,411.0,360.12,378.7,392.42,208.45,normal
456,2023,4,392.42,0.0,0.0,337.48,208.45,normal
456,2023,5,337.48,0.0,0.0,311.35,208.45,normal
456,2023,6,311.35,0.0,0.0,283.71,208.45,normal
456,2023,7,283.71,0.0,0.0,261.9,208.45,normal
456,2023,8,261.9,472.09,379.7,354.29,208.45,normal
456,2023,9,354.29,0.0,0.0,330.45,208.45,normal
456,2023,10,330.45,0.0,0.0,311.89,208.45,normal
456,2023,11,311.89,5.49,12.6,304.78,208.45,normal
456,2023,12,304.78,20.89,9.3,316.37,208.45,normal
456,2024,1,316.37,0.0,0.0,276.42,208.45,normal
456,2024,2,276.42,0.0,0.0,244.06,208.45,normal
456,2024,3,244.06,1650.57,1246.3,648.33,208.45,normal
456,2024,4,648.33,0.0,0.0,580.72,208.45,normal
456,2024,5,580.72,0.0,0.0,531.49,208.45,normal
456,2024,6,531.49,594.32,564.4,561.41,208.45,normal
456,2024,7,561.41,663.06,615.7,608.77,208.45,normal
457,2021,1,3278.18,2441.47,5001.89,717.76,874.17,understock
457,2021,2,717.76,0.0,0.0,618.89,874.17,understock
457,2021,3,618.89,6163.61,5360.99,1421.51,874.17,normal
457,2021,4,1421.51,108.57,102.47,1427.61,874.17,normal
457,2021,5,1427.61,6240.51,5508.21,2159.91,874.17,normal
457,2021,6,2159.91,0.0,91.3,2068.61,874.17,normal
457,2021,7,2068.61,14531.82,14411.32,2189.11,874.17,normal
457,2021,8,2189.11,1257.2,887.96,2558.35,874.17,normal
457,2021,9,2558.35,0.0,0.0,2275.84,874.17,normal
457,2021,10,2275.84,7169.09,4940.16,4504.77,874.17,normal
457,2021,11,4504.77,0.0,0.0,4077.2,874.17,normal
457,2021,12,4077.2,260.46,378.52,3959.14,874.17,normal
457,2022,1,3959.14,0.0,0.0,3676.56,874.17,normal
457,2022,2,3676.56,10234.98,10159.32,3752.22,874.17,normal
457,2022,3,3752.22,7574.36,7621.6,3704.98,874.17,normal
457,2022,4,3704.98,148.37,358.4,3494.95,874.17,normal
457,2022,5,3494.95,407.14,0.0,3533.66,874.17,normal
457,2022,6,3533.66,3797.63,6089.49,1241.8,874.17,normal
457,2022,7,1241.8,57.17,60.1,1238.87,874.17,normal
457,2022,8,1238.87,0.0,60.8,1178.07,874.17,normal
457,2022,9,1178.07,5942.82,6319.0,801.89,874.17,understock
457,2022,10,801.89,167.78,0.0,864.77,874.17,understock
457,2022,11,864.77,503.69,308.9,1059.56,874.17,normal
457,2022,12,1059.56,7015.5,6758.72,1316.34,874.17,normal
457,2023,1,1316.34,46.23,75.5,1287.07,874.17,normal
457,2023,2,1287.07,306.93,63.7,1530.3,874.17,normal
457,2023,3,1530.3,8864.65,5744.17,4650.78,874.17,normal
457,2023,4,4650.78,280.25,373.8,4557.23,874.17,normal
457,2023,5,4557.23,264.78,330.1,4491.91,874.17,normal
457,2023,6,4491.91,117.84,178.8,4430.95,874.17,normal
457,2023,7,4430.95,864.59,630.92,4664.62,874.17,normal
457,2023,8,4664.62,3119.43,5334.08,2449.97,874.17,normal
457,2023,9,2449.97,11972.34,7973.9,6448.41,874.17,overstock
457,2023,10,6448.41,430.92,443.3,6436.03,874.17,overstock
457,2023,11,6436.03,0.0,12.8,6423.23,874.17,overstock
457,2023,12,6423.23,5139.56,5527.53,6035.26,874.17,overstock
457,2024,1,6035.26,1281.41,1261.2,6055.47,874.17,overstock
457,2024,2,6055.47,3073.44,3014.3,6114.61,874.17,overstock
457,2024,3,6114.61,5100.72,5549.0,5666.33,874.17,overstock
457,2024,4,5666.33,0.0,126.6,5539.73,874.17,overstock
457,2024,5,5539.73,204.26,30.0,5713.99,874.17,overstock
457,2024,6,5713.99,7092.49,7030.3,5776.18,874.17,overstock
457,2024,7,5776.18,2580.84,2689.0,5668.02,874.17,overstock
458,2021,1,2737.2,8818.23,8983.67,2571.76,766.48,normal
458,2021,2,2571.76,336.11,0.0,2644.74,766.48,normal
458,2021,3,2644.74,7040.34,5227.14,4457.94,766.48,overstock
458,2021,4,4457.94,1.22,11.79,4447.37,766.48,overstock
458,2021,5,4447.37,5118.25,5379.18,4186.44,766.48,overstock
458,2021,6,4186.44,0.0,0.0,3744.25,766.48,overstock
458,2021,7,3744.25,4816.62,4193.34,4367.53,766.48,overstock
458,2021,8,4367.53,552.71,642.4,4277.84,766.48,overstock
458,2021,9,4277.84,0.0,0.0,3931.82,766.48,overstock
458,2021,10,3931.82,1828.78,3112.26,2648.34,766.48,normal
458,2021,11,2648.34,0.0,0.0,2492.68,766.48,normal
458,2021,12,2492.68,0.0,93.0,2399.68,766.48,normal
458,2022,1,2399.68,158.57,0.0,2266.3,766.48,normal
458,2022,2,2266.3,613.45,611.5,2268.25,766.48,normal
458,2022,3,2268.25,2017.77,2054.1,2231.92,766.48,normal
458,2022,4,2231.92,45.98,60.0,2217.9,766.48,normal
458,2022,5,2217.9,0.0,0.0,1920.4,766.48,normal
458,2022,6,1920.4,1663.83,1524.3,2059.93,766.48,normal
458,2022,7,2059.93,152.63,0.0,2067.73,766.48,normal
458,2022,8,2067.73,0.0,0.0,1789.47,766.48,normal
458,2022,9,1789.47,1971.84,1811.2,1950.11,766.48,normal
458,2022,10,1950.11,0.0,0.0,1740.07,766.48,normal
458,2022,11,1740.07,0.0,0.0,1638.47,766.48,normal
458,2022,12,1638.47,956.76,626.71,1968.52,766.48,normal
458,2023,1,1968.52,405.41,0.0,2216.09,766.48,normal
458,2023,2,2216.09,0.0,0.0,2032.37,766.48,normal
458,2023,3,2032.37,8263.17,8627.35,1668.19,766.48,normal
458,2023,4,1668.19,0.0,0.0,1499.45,766.48,normal
458,2023,5,1499.45,0.0,3.03,1496.42,766.48,normal
458,2023,6,1496.42,81.2,6.2,1571.42,766.48,normal
458,2023,7,1571.42,0.0,0.0,1355.15,766.48,normal
458,2023,8,1355.15,10251.44,9450.45,2156.14,766.48,normal
458,2023,9,2156.14,939.19,625.7,2469.63,766.48,normal
458,2023,10,2469.63,0.0,0.0,2230.0,766.48,normal
458,2023,11,2230.0,7.13,11.48,2225.65,766.48,normal
458,2023,12,2225.65,475.73,373.54,2327.84,766.48,normal
458,2024,1,2327.84,0.0,0.0,2021.24,766.48,normal
458,2024,2,2021.24,685.17,392.75,2313.66,766.48,normal
458,2024,3,2313.66,5022.74,4580.29,2756.11,766.48,normal
458,2024,4,2756.11,0.0,2.9,2753.21,766.48,normal
458,2024,5,2753.21,0.0,3.1,2750.11,766.48,normal
458,2024,6,2750.11,472.66,542.8,2679.97,766.48,normal
458,2024,7,2679.97,701.38,1266.4,2114.95,766.48,normal
459,2021,1,3067.04,386.97,607.8,2846.21,861.47,normal
459,2021,2,2846.21,229.31,181.1,2894.42,861.47,normal
459,2021,3,2894.42,4054.13,2735.5,4213.05,861.47,overstock
459,2021,4,4213.05,190.23,0.0,4056.93,861.47,overstock
459,2021,5,4056.93,0.0,0.0,3823.62,861.47,normal
459,2021,6,3823.62,0.0,0.0,3492.84,861.47,normal
459,2021,7,3492.84,8598.15,5303.6,6787.39,861.47,overstock
459,2021,8,6787.39,0.0,0.0,6014.98,861.47,overstock
459,2021,9,6014.98,0.0,0.0,5381.16,861.47,overstock
459,2021,10,5381.16,5491.73,3376.0,7496.89,861.47,overstock
459,2021,11,7496.89,0.0,0.0,6467.97,861.47,overstock
459,2021,12,6467.97,0.0,0.0,6090.37,861.47,overstock
459,2022,1,6090.37,0.0,0.0,5472.76,861.47,overstock
459,2022,2,5472.76,5604.38,3739.8,7337.34,861.47,overstock
459,2022,3,7337.34,6960.77,6409.7,7888.41,861.47,overstock
459,2022,4,7888.41,0.0,0.0,7369.75,861.47,overstock
459,2022,5,7369.75,0.0,0.0,6563.79,861.47,overstock
459,2022,6,6563.79,3433.37,3693.2,6303.96,861.47,overstock
459,2022,7,6303.96,0.0,0.0,5880.76,861.47,overstock
459,2022,8,5880.76,0.0,0.0,5228.32,861.47,overstock
459,2022,9,5228.32,2658.04,6122.78,1763.58,861.47,normal
459,2022,10,1763.58,0.0,0.0,1606.75,861.47,normal
459,2022,11,1606.75,0.0,0.0,1452.12,861.47,normal
459,2022,12,1452.12,3408.09,3068.5,1791.71,861.47,normal
459,2023,1,1791.71,0.0,0.0,1562.1,861.47,normal
459,2023,2,1562.1,0.0,0.0,1445.61,861.47,normal
459,2023,3,1445.61,1780.59,3518.67,0.0,861.47,stockout
459,2023,4,0.0,0.0,0.0,0.0,861.47,stockout
459,2023,5,0.0,0.0,0.0,0.0,861.47,stockout
459,2023,6,0.0,0.0,0.0,0.0,861.47,stockout
459,2023,7,0.0,0.0,0.0,0.0,861.47,stockout
459,2023,8,0.0,1485.4,1215.83,269.57,861.47,understock
459,2023,9,269.57,3247.97,3040.51,477.03,861.47,understock
459,2023,10,477.03,0.0,0.0,424.94,861.47,understock
459,2023,11,424.94,0.0,12.16,412.78,861.47,understock
459,2023,12,412.78,2823.54,2749.67,486.65,861.47,understock
459,2024,1,486.65,693.88,1210.6,0.0,861.47,stockout
459,2024,2,0.0,926.36,751.8,174.56,861.47,understock
459,2024,3,174.56,1870.67,3035.7,0.0,861.47,stockout
459,2024,4,0.0,0.0,0.0,0.0,861.47,stockout
459,2024,5,0.0,0.0,0.0,0.0,861.47,stockout
459,2024,6,0.0,775.4,1583.4,0.0,861.47,stockout
459,2024,7,0.0,1054.6,1223.5,0.0,861.47,stockout
460,2021,1,391.43,635.67,475.4,551.7,122.94,normal
460,2021,2,551.7,0.0,0.0,473.71,122.94,normal
460,2021,3,473.71,472.47,412.4,533.78,122.94,normal
460,2021,4,533.78,140.88,157.85,516.81,122.94,normal
460,2021,5,516.81,46.29,119.1,444.0,122.94,normal
460,2021,6,444.0,116.27,117.3,442.97,122.94,normal
460,2021,7,442.97,97.13,118.2,421.9,122.94,normal
460,2021,8,421.9,1212.84,803.98,830.76,122.94,overstock
460,2021,9,830.76,262.78,241.1,852.44,122.94,overstock
460,2021,10,852.44,114.92,123.3,844.06,122.94,overstock
460,2021,11,844.06,0.0,0.0,772.46,122.94,overstock
460,2021,12,772.46,199.23,382.1,589.59,122.94,normal
460,2022,1,589.59,151.67,308.68,432.58,122.94,normal
460,2022,2,432.58,1186.18,747.9,870.86,122.94,overstock
460,2022,3,870.86,526.87,464.94,932.79,122.94,overstock
460,2022,4,932.79,120.06,119.5,933.35,122.94,overstock
460,2022,5,933.35,0.0,0.0,797.72,122.94,overstock
460,2022,6,797.72,2333.03,2116.38,1014.37,122.94,overstock
460,2022,7,1014.37,121.77,123.2,1012.94,122.94,overstock
460,2022,8,1012.94,176.77,121.9,1067.81,122.94,overstock
460,2022,9,1067.81,208.41,212.5,1063.72,122.94,overstock
460,2022,10,1063.72,194.68,182.9,1075.5,122.94,overstock
460,2022,11,1075.5,225.59,241.1,1059.99,122.94,overstock
460,2022,12,1059.99,1777.32,1584.5,1252.81,122.94,overstock
460,2023,1,1252.81,62.0,168.83,1145.98,122.94,overstock
460,2023,2,1145.98,90.7,128.5,1108.18,122.94,overstock
460,2023,3,1108.18,605.81,940.17,773.82,122.94,overstock
460,2023,4,773.82,49.03,64.8,758.05,122.94,overstock
460,2023,5,758.05,144.97,288.77,614.25,122.94,normal
460,2023,6,614.25,246.01,186.8,673.46,122.94,overstock
460,2023,7,673.46,138.48,251.6,560.34,122.94,normal
460,2023,8,560.34,169.09,309.66,419.77,122.94,normal
460,2023,9,419.77,2865.46,2013.09,1272.14,122.94,overstock
