DATE,QUANTITIES_Kgs,VALUE,PFco_Code,Total_values,cluster,segmentasi_produk
23-Apr-21,248.88,48000.0,445,11946240.0,0,slow moving
23-Apr-21,251.32,48000.0,445,12063360.0,0,slow moving
28-Apr-21,266.7,48000.0,445,12801600.0,0,slow moving
02-Apr-21,256.12,51000.0,445,13062120.0,0,slow moving
09-Apr-21,269.01,51000.0,445,13719510.0,0,slow moving
29-Apr-21,151.99,28800.0,445,4377312.0,0,slow moving
29-Apr-21,152.57,28800.0,445,4394016.0,0,slow moving
18-May-21,259.02,48000.0,445,12432960.0,0,slow moving
04-May-21,152.12,28800.0,445,4381056.0,0,slow moving
04-May-21,152.8,28800.0,445,4400640.0,0,slow moving
12-Jun-21,507.2,96000.0,445,48691200.0,0,slow moving
18-Jun-21,250.08,48000.0,445,12003840.0,0,slow moving
23-Jun-21,509.62,96000.0,445,48923520.0,0,slow moving
28-Jun-21,1028.99,192000.0,445,197566080.0,0,slow moving
30-Jun-21,1438.99,268800.0,445,386800512.0,2,medium moving
12-Jun-21,500.0,102000.0,445,51000000.0,0,slow moving
14-Jun-21,500.0,102000.0,445,51000000.0,0,slow moving
28-Jun-21,104.7,21600.0,445,2261520.0,0,slow moving
10-Jul-21,99.0,20400.0,445,2019600.0,0,slow moving
01-Jul-21,250.0,48000.0,445,12000000.0,0,slow moving
01-Jul-21,249.95,48000.0,445,11997600.0,0,slow moving
06-Jul-21,249.0,48000.0,445,11952000.0,0,slow moving
06-Jul-21,247.72,48000.0,445,11890560.0,0,slow moving
03-Aug-21,244.96,48000.0,445,11758080.0,0,slow moving
10-Aug-21,749.37,144000.0,445,107909280.0,0,slow moving
13-Aug-21,100.8,16800.0,445,1693440.0,0,slow moving
07-Aug-21,249.7,48000.0,445,11985600.0,0,slow moving
12-Aug-21,152.02,28800.0,445,4378176.0,0,slow moving
25-Aug-21,156.28,28800.0,445,4500864.0,0,slow moving
12-Aug-21,151.23,28800.0,445,4355424.0,0,slow moving
25-Aug-21,156.54,28800.0,445,4508352.0,0,slow moving
08-Sep-21,1523.55,288000.0,445,438782400.0,2,medium moving
24-Sep-21,500.0,96000.0,445,48000000.0,0,slow moving
27-Sep-21,1250.57,240000.0,445,300136800.0,2,medium moving
09-Sep-21,148.16,28800.0,445,4267008.0,0,slow moving
21-Sep-21,147.2,28800.0,445,4239360.0,0,slow moving
09-Sep-21,150.43,28800.0,445,4332384.0,0,slow moving
21-Sep-21,146.59,28800.0,445,4221792.0,0,slow moving
18-Oct-21,493.6,96000.0,445,47385600.0,0,slow moving
25-Oct-21,105.2,21600.0,445,2272320.0,0,slow moving
12-Oct-21,50.55,10200.0,445,515610.0,0,slow moving
20-Oct-21,157.8,32400.0,445,5112720.0,0,slow moving
26-Nov-21,484.0,96000.0,445,46464000.0,0,slow moving
08-Dec-21,523.8,96000.0,445,50284800.0,0,slow moving
14-Dec-21,261.0,48000.0,445,12528000.0,0,slow moving
20-Dec-21,490.0,96000.0,445,47040000.0,0,slow moving
30-Dec-21,1002.8,192000.0,445,192537600.0,0,slow moving
06-Dec-21,261.0,51000.0,445,13311000.0,0,slow moving
09-Dec-21,261.65,51000.0,445,13344150.0,0,slow moving
09-Dec-21,261.6,51000.0,445,13341600.0,0,slow moving
15-Dec-21,105.47,19200.0,445,2025024.0,0,slow moving
15-Dec-21,105.26,19200.0,445,2020992.0,0,slow moving
06-Jan-22,503.28,96000.0,445,48314880.0,0,slow moving
21-Jan-22,520.9,96000.0,445,50006400.0,0,slow moving
17-Jan-22,251.54,54000.0,445,13583160.0,0,slow moving
06-Jan-22,100.76,19200.0,445,1934592.0,0,slow moving
06-Jan-22,98.51,19200.0,445,1891392.0,0,slow moving
01-Feb-22,528.94,96000.0,445,50778240.0,0,slow moving
10-Feb-22,526.0,96000.0,445,50496000.0,0,slow moving
19-Feb-22,523.4,96000.0,445,50246400.0,0,slow moving
21-Feb-22,200.22,40800.0,445,8168976.0,0,slow moving
07-Feb-22,103.16,19200.0,445,1980672.0,0,slow moving
12-Feb-22,105.2,19200.0,445,2019840.0,0,slow moving
07-Feb-22,104.29,19200.0,445,2002368.0,0,slow moving
04-Mar-22,148.53,30600.0,445,4545018.0,0,slow moving
23-Apr-22,503.84,96000.0,445,48368640.0,0,slow moving
28-Apr-22,520.0,96000.0,445,49920000.0,0,slow moving
06-Apr-22,249.08,54000.0,445,13450320.0,0,slow moving
27-Apr-22,154.55,28800.0,445,4451040.0,0,slow moving
27-Apr-22,154.8,28800.0,445,4458240.0,0,slow moving
11-Apr-22,128.0,27000.0,445,3456000.0,0,slow moving
05-May-22,254.91,51000.0,445,13000410.0,0,slow moving
05-May-22,246.8,51000.0,445,12586800.0,0,slow moving
05-May-22,774.3,270000.0,445,209061000.0,2,medium moving
09-May-22,102.4,19200.0,445,1966080.0,0,slow moving
18-May-22,106.0,19200.0,445,2035200.0,0,slow moving
16-May-22,104.0,19200.0,445,1996800.0,0,slow moving
03-Jun-22,265.9,51000.0,445,13560900.0,0,slow moving
09-Jun-22,107.7,19200.0,445,2067840.0,0,slow moving
09-Jun-22,107.6,19200.0,445,2065920.0,0,slow moving
18-Jul-22,1276.17,240000.0,445,306280800.0,2,medium moving
02-Jul-22,308.8,61200.0,445,18898560.0,0,slow moving
02-Jul-22,304.3,61200.0,445,18623160.0,0,slow moving
25-Jul-22,91.5,21600.0,445,1976400.0,0,slow moving
14-Jul-22,153.2,32400.0,445,4963680.0,0,slow moving
22-Jul-22,104.0,19200.0,445,1996800.0,0,slow moving
22-Jul-22,103.9,19200.0,445,1994880.0,0,slow moving
22-Jul-22,100.8,19200.0,445,1935360.0,0,slow moving
22-Jul-22,313.1,57600.0,445,18034560.0,0,slow moving
24-Aug-22,1132.0,192000.0,445,217344000.0,0,slow moving
18-Aug-22,227.8,43200.0,445,9840960.0,0,slow moving
15-Sep-22,288.4,54000.0,445,15573600.0,0,slow moving
15-Sep-22,170.5,28800.0,445,4910400.0,0,slow moving
27-Sep-22,106.9,19200.0,445,2052480.0,0,slow moving
15-Sep-22,166.2,28800.0,445,4786560.0,0,slow moving
27-Sep-22,115.8,19200.0,445,2223360.0,0,slow moving
29-Oct-22,549.52,102000.0,445,56051040.0,0,slow moving
30-Nov-22,51.2,10200.0,445,522240.0,0,slow moving
25-Nov-22,160.0,30600.0,445,4896000.0,0,slow moving
27-Jan-23,54.4,10200.0,445,554880.0,0,slow moving
19-Jan-23,154.4,28800.0,445,4446720.0,0,slow moving
27-Jan-23,157.8,28800.0,445,4544640.0,0,slow moving
19-Jan-23,152.4,28800.0,445,4389120.0,0,slow moving
27-Jan-23,160.6,28800.0,445,4625280.0,0,slow moving
14-Feb-23,105.3,20400.0,445,2148120.0,0,slow moving
07-Mar-23,275.1,48000.0,445,13204800.0,0,slow moving
10-Apr-23,160.0,30600.0,445,4896000.0,0,slow moving
25-Apr-23,158.0,30600.0,445,4834800.0,0,slow moving
08-Apr-23,104.45,19200.0,445,2005440.0,0,slow moving
06-Apr-23,107.9,19200.0,445,2071680.0,0,slow moving
24-Jul-23,105.05,20400.0,445,2143020.0,0,slow moving
27-Jul-23,157.85,30600.0,445,4830210.0,0,slow moving
03-Aug-23,522.4,90000.0,445,47016000.0,0,slow moving
10-Aug-23,532.76,90000.0,445,47948400.0,0,slow moving
22-Aug-23,163.8,30600.0,445,5012280.0,0,slow moving
29-Aug-23,164.7,30600.0,445,5039820.0,0,slow moving
07-Aug-23,104.3,19200.0,445,2002560.0,0,slow moving
07-Aug-23,103.15,19200.0,445,1980480.0,0,slow moving
28-Sep-23,148.0,30600.0,445,4528800.0,0,slow moving
04-Oct-23,247.2,51000.0,445,12607200.0,0,slow moving
10-Nov-23,52.75,10200.0,445,538050.0,0,slow moving
09-Nov-23,105.15,20400.0,445,2145060.0,0,slow moving
21-Nov-23,153.4,28800.0,445,4417920.0,0,slow moving
21-Nov-23,151.2,28800.0,445,4354560.0,0,slow moving
01-Dec-23,261.6,45000.0,445,11772000.0,0,slow moving
04-Dec-23,153.7,30600.0,445,4703220.0,0,slow moving
25-Jan-24,251.7,45000.0,445,11326500.0,0,slow moving
30-Jan-24,797.2,135000.0,445,107622000.0,0,slow moving
20-Jan-24,100.3,20400.0,445,2046120.0,0,slow moving
13-Feb-24,100.3,20400.0,445,2046120.0,0,slow moving
21-Feb-24,54.1,10200.0,445,551820.0,0,slow moving
02-Feb-24,101.3,19200.0,445,1944960.0,0,slow moving
02-Feb-24,100.4,19200.0,445,1927680.0,0,slow moving
05-Apr-24,100.7,20400.0,445,2054280.0,0,slow moving
18-Apr-24,199.1,40800.0,445,8123280.0,0,slow moving
27-Apr-24,105.5,20400.0,445,2152200.0,0,slow moving
27-Apr-24,105.3,20400.0,445,2148120.0,0,slow moving
18-May-24,495.38,90000.0,445,44584200.0,0,slow moving
01-Jun-24,251.3,45000.0,445,11308500.0,0,slow moving
08-Jun-24,258.0,45000.0,445,11610000.0,0,slow moving
21-Jun-24,261.2,45000.0,445,11754000.0,0,slow moving
03-Jun-24,108.1,20400.0,445,2205240.0,0,slow moving
12-Jul-24,270.8,46500.0,445,12592200.0,0,slow moving
16-Jul-24,105.3,20400.0,445,2148120.0,0,slow moving
07-Jan-21,50.8,15000.0,446,762000.0,0,slow moving
27-Feb-21,529.5,120000.0,446,63540000.0,0,slow moving
29-Mar-21,54.0,14400.0,446,777600.0,0,slow moving
18-Jun-21,52.0,13200.0,446,686400.0,0,slow moving
01-Jul-21,52.0,13200.0,446,686400.0,0,slow moving
24-Sep-21,52.0,13200.0,446,686400.0,0,slow moving
11-Sep-21,133.0,30000.0,446,3990000.0,0,slow moving
20-Nov-21,106.4,22800.0,446,2425920.0,0,slow moving
02-Nov-21,55.0,13200.0,446,726000.0,0,slow moving
27-Nov-21,26.84,6000.0,446,161040.0,0,slow moving
20-Dec-21,54.0,13200.0,446,712800.0,0,slow moving
20-Dec-21,62.22,22500.0,446,1399950.0,0,slow moving
12-Jan-22,260.7,60000.0,446,15642000.0,0,slow moving
22-Mar-22,66.5,18750.0,446,1246875.0,0,slow moving
08-Mar-22,52.9,13200.0,446,698280.0,0,slow moving
06-Apr-22,134.62,33000.0,446,4442460.0,0,slow moving
05-Apr-22,104.6,24000.0,446,2510400.0,0,slow moving
06-May-22,379.62,87000.0,446,33026940.0,0,slow moving
23-Jun-22,52.5,13200.0,446,693000.0,0,slow moving
03-Jun-22,5.2,1800.0,446,9360.0,0,slow moving
29-Jun-22,7.91,3600.0,446,28476.0,0,slow moving
23-Jul-22,53.0,14400.0,446,763200.0,0,slow moving
25-Jul-22,51.7,12600.0,446,651420.0,0,slow moving
09-Jul-22,53.58,12000.0,446,642960.0,0,slow moving
02-Aug-22,50.2,15000.0,446,753000.0,0,slow moving
14-Sep-22,53.2,12300.0,446,654360.0,0,slow moving
03-Sep-22,126.3,37500.0,446,4736250.0,0,slow moving
11-Oct-22,27.2,8400.0,446,228480.0,0,slow moving
09-Nov-22,52.2,13200.0,446,689040.0,0,slow moving
05-Jan-23,53.7,13200.0,446,708840.0,0,slow moving
10-Jan-23,27.76,6600.0,446,183216.0,0,slow moving
10-Feb-23,55.0,14400.0,446,792000.0,0,slow moving
10-Feb-23,165.6,39600.0,446,6557760.0,0,slow moving
15-Feb-23,28.2,6600.0,446,186120.0,0,slow moving
04-Feb-23,165.5,45000.0,446,7447500.0,0,slow moving
22-Feb-23,155.66,45000.0,446,7004700.0,0,slow moving
01-Mar-23,51.2,11400.0,446,583680.0,0,slow moving
03-Mar-23,106.4,30000.0,446,3192000.0,0,slow moving
08-May-23,51.3,14400.0,446,738720.0,0,slow moving
07-Jul-23,49.6,12300.0,446,610080.0,0,slow moving
08-Aug-23,50.7,15000.0,446,760500.0,0,slow moving
21-Aug-23,50.3,12000.0,446,603600.0,0,slow moving
03-Oct-23,49.3,12000.0,446,591600.0,0,slow moving
05-Oct-23,50.5,15000.0,446,757500.0,0,slow moving
26-Oct-23,12.57,3750.0,446,47137.5,0,slow moving
30-Dec-23,50.8,12000.0,446,609600.0,0,slow moving
25-Jan-24,51.8,14400.0,446,745920.0,0,slow moving
29-Jan-24,49.0,15000.0,446,735000.0,0,slow moving
22-Feb-24,98.95,30000.0,446,2968500.0,0,slow moving
15-Mar-24,49.7,15000.0,446,745500.0,0,slow moving
18-May-24,48.5,13200.0,446,640200.0,0,slow moving
17-May-24,25.0,7500.0,446,187500.0,0,slow moving
03-May-24,1.4,760.0,446,1064.0,0,slow moving
26-Jul-24,52.1,15600.0,446,812760.0,0,slow moving
23-Jul-24,22.68,6750.0,446,153090.0,0,slow moving
04-Jul-24,26.6,6000.0,446,159600.0,0,slow moving
08-Jan-21,156.0,34200.0,447,5335200.0,0,slow moving
20-Feb-21,46.7,12000.0,447,560400.0,0,slow moving
30-Jun-21,51.83,12000.0,447,621960.0,0,slow moving
18-Jun-21,51.8,13200.0,447,683760.0,0,slow moving
05-Oct-21,150.26,36000.0,447,5409360.0,0,slow moving
12-Feb-22,99.6,24000.0,447,2390400.0,0,slow moving
28-Feb-22,99.0,24000.0,447,2376000.0,0,slow moving
02-Aug-22,11.5,3750.0,447,43125.0,0,slow moving
27-Sep-22,109.5,24000.0,447,2628000.0,0,slow moving
21-Jan-23,106.5,24000.0,447,2556000.0,0,slow moving
01-Mar-23,54.2,11400.0,447,617880.0,0,slow moving
22-Apr-23,110.4,23400.0,447,2583360.0,0,slow moving
09-Jun-23,49.05,11700.0,447,573885.0,0,slow moving
21-Sep-23,110.6,24000.0,447,2654400.0,0,slow moving
19-Oct-23,108.7,23400.0,447,2543580.0,0,slow moving
11-Jan-24,101.88,23400.0,447,2383992.0,0,slow moving
17-May-24,103.98,23400.0,447,2433132.0,0,slow moving
29-Jan-21,107.97,19200.0,448,2073024.0,0,slow moving
06-Jan-21,38.64,8100.0,448,312984.0,0,slow moving
22-Jan-21,50.14,9900.0,448,496386.0,0,slow moving
19-Jan-21,153.9,27000.0,448,4155300.0,0,slow moving
04-Jan-21,150.98,27000.0,448,4076460.0,0,slow moving
06-Jan-21,102.36,18000.0,448,1842480.0,0,slow moving
11-Jan-21,150.97,27000.0,448,4076190.0,0,slow moving
15-Jan-21,49.74,9000.0,448,447660.0,0,slow moving
28-Jan-21,110.63,18600.0,448,2057718.0,0,slow moving
05-Jan-21,151.88,27000.0,448,4100760.0,0,slow moving
06-Jan-21,101.18,18000.0,448,1821240.0,0,slow moving
11-Jan-21,150.98,27000.0,448,4076460.0,0,slow moving
15-Jan-21,49.66,9000.0,448,446940.0,0,slow moving
22-Feb-21,25.31,5400.0,448,136674.0,0,slow moving
11-Feb-21,139.18,30000.0,448,4175400.0,0,slow moving
09-Feb-21,52.86,9600.0,448,507456.0,0,slow moving
20-Feb-21,24.88,4800.0,448,119424.0,0,slow moving
23-Feb-21,26.0,4800.0,448,124800.0,0,slow moving
24-Feb-21,105.93,18000.0,448,1906740.0,0,slow moving
02-Feb-21,107.91,18000.0,448,1942380.0,0,slow moving
27-Feb-21,104.94,19200.0,448,2014848.0,0,slow moving
02-Feb-21,106.88,18000.0,448,1923840.0,0,slow moving
20-Mar-21,12.43,2700.0,448,33561.0,0,slow moving
30-Mar-21,269.35,48000.0,448,12928800.0,0,slow moving
03-Apr-21,53.04,10200.0,448,541008.0,0,slow moving
19-Apr-21,266.61,48000.0,448,12797280.0,0,slow moving
22-Apr-21,157.23,28800.0,448,4528224.0,0,slow moving
29-Apr-21,162.9,28800.0,448,4691520.0,0,slow moving
19-Apr-21,162.27,28800.0,448,4673376.0,0,slow moving
29-Apr-21,159.88,28800.0,448,4604544.0,0,slow moving
04-May-21,41.02,8100.0,448,332262.0,0,slow moving
30-Jun-21,291.0,48000.0,448,13968000.0,0,slow moving
01-Jun-21,321.6,61200.0,448,19681920.0,0,slow moving
28-Jun-21,100.69,20400.0,448,2054076.0,0,slow moving
24-Jun-21,174.6,28800.0,448,5028480.0,0,slow moving
07-Jun-21,58.2,9600.0,448,558720.0,0,slow moving
11-Jun-21,58.2,9600.0,448,558720.0,0,slow moving
15-Jun-21,116.4,20400.0,448,2374560.0,0,slow moving
23-Jul-21,25.0,6000.0,448,150000.0,0,slow moving
07-Jul-21,58.26,10200.0,448,594252.0,0,slow moving
07-Jul-21,14.55,2700.0,448,39285.0,0,slow moving
31-Jul-21,41.35,8100.0,448,334935.0,0,slow moving
27-Jul-21,53.6,10200.0,448,546720.0,0,slow moving
17-Jul-21,174.6,31380.0,448,5478948.0,0,slow moving
26-Jul-21,50.0,9600.0,448,480000.0,0,slow moving
19-Jul-21,29.1,5100.0,448,148410.0,0,slow moving
17-Jul-21,290.19,48000.0,448,13929120.0,0,slow moving
10-Jul-21,116.4,20400.0,448,2374560.0,0,slow moving
05-Jul-21,328.86,61200.0,448,20126232.0,0,slow moving
13-Jul-21,291.0,48000.0,448,13968000.0,0,slow moving
12-Jul-21,179.87,30600.0,448,5504022.0,0,slow moving
22-Jul-21,111.32,20400.0,448,2270928.0,0,slow moving
10-Aug-21,107.2,20400.0,448,2186880.0,0,slow moving
11-Aug-21,53.6,9600.0,448,514560.0,0,slow moving
12-Aug-21,214.4,38400.0,448,8232960.0,0,slow moving
07-Aug-21,268.0,48000.0,448,12864000.0,0,slow moving
12-Aug-21,160.8,28800.0,448,4631040.0,0,slow moving
25-Jul-22,2.2,1200.0,448,2640.0,0,slow moving
30-May-23,51.0,10200.0,448,520200.0,0,slow moving
23-May-23,146.2,28800.0,448,4210560.0,0,slow moving
30-May-23,100.95,19200.0,448,1938240.0,0,slow moving
23-May-23,145.4,28800.0,448,4187520.0,0,slow moving
30-May-23,99.65,19200.0,448,1913280.0,0,slow moving
20-Feb-21,49.75,4800.0,449,238800.0,0,slow moving
18-Feb-21,120.22,19200.0,449,2308224.0,0,slow moving
09-Mar-21,60.52,9600.0,449,580992.0,0,slow moving
08-Jul-22,108.78,20400.0,450,2219112.0,0,slow moving
22-Jan-21,994.53,228000.0,454,226752840.0,2,medium moving
02-Jan-21,7.76,1890.0,454,14666.4,0,slow moving
22-Jan-21,104.52,26400.0,454,2759328.0,0,slow moving
04-Jan-21,148.35,34200.0,454,5073570.0,0,slow moving
15-Jan-21,50.2,11400.0,454,572280.0,0,slow moving
21-Jan-21,49.28,12600.0,454,620928.0,0,slow moving
22-Jan-21,5.02,1680.0,454,8433.6,0,slow moving
22-Jan-21,5.08,1680.0,454,8534.4,0,slow moving
23-Jan-21,53.73,12600.0,454,676998.0,0,slow moving
11-Jan-21,50.22,12600.0,454,632772.0,0,slow moving
07-Jan-21,12.68,3750.0,454,47550.0,0,slow moving
04-Jan-21,150.66,34200.0,454,5152572.0,0,slow moving
15-Jan-21,50.0,11400.0,454,570000.0,0,slow moving
22-Feb-21,19.44,4410.0,454,85730.4,0,slow moving
27-Feb-21,521.06,114000.0,454,59400840.0,0,slow moving
10-Feb-21,26.56,6900.0,454,183264.0,0,slow moving
18-Feb-21,13.2,3450.0,454,45540.0,0,slow moving
20-Feb-21,52.07,13200.0,454,687324.0,0,slow moving
09-Feb-21,52.9,12000.0,454,634800.0,0,slow moving
20-Feb-21,51.92,12000.0,454,623040.0,0,slow moving
11-Feb-21,158.63,34200.0,454,5425146.0,0,slow moving
02-Feb-21,52.06,12000.0,454,624720.0,0,slow moving
02-Feb-21,25.67,7800.0,454,200226.0,0,slow moving
31-Mar-21,519.51,120000.0,454,62341200.0,0,slow moving
01-Mar-21,517.88,114000.0,454,59038320.0,0,slow moving
13-Mar-21,158.42,36000.0,454,5703120.0,0,slow moving
22-Mar-21,106.6,25200.0,454,2686320.0,0,slow moving
03-Apr-21,53.18,13800.0,454,733884.0,0,slow moving
27-Apr-21,20.44,5040.0,454,103017.6,0,slow moving
26-Apr-21,50.62,14400.0,454,728928.0,0,slow moving
17-Apr-21,264.5,60000.0,454,15870000.0,0,slow moving
19-Apr-21,256.98,60000.0,454,15418800.0,0,slow moving
22-Apr-21,156.78,36000.0,454,5644080.0,0,slow moving
19-Apr-21,50.3,12000.0,454,603600.0,0,slow moving
17-Apr-21,9.94,3240.0,454,32205.6,0,slow moving
31-May-21,12.46,3150.0,454,39249.0,0,slow moving
29-May-21,15.0,3780.0,454,56700.0,0,slow moving
08-May-21,53.18,13200.0,454,701976.0,0,slow moving
01-Jun-21,10.0,3120.0,454,31200.0,0,slow moving
30-Jun-21,158.1,36000.0,454,5691600.0,0,slow moving
01-Jun-21,82.5,25740.0,454,2123550.0,0,slow moving
29-Jun-21,52.52,12000.0,454,630240.0,0,slow moving
07-Jul-21,50.04,13800.0,454,690552.0,0,slow moving
28-Jul-21,12.54,3150.0,454,39501.0,0,slow moving
15-Jul-21,100.0,26400.0,454,2640000.0,0,slow moving
26-Jul-21,99.6,24000.0,454,2390400.0,0,slow moving
17-Jul-21,150.0,36000.0,454,5400000.0,0,slow moving
10-Jul-21,100.0,26400.0,454,2640000.0,0,slow moving
09-Jul-21,100.0,24000.0,454,2400000.0,0,slow moving
13-Jul-21,50.6,12000.0,454,607200.0,0,slow moving
19-Jul-21,53.19,12000.0,454,638280.0,0,slow moving
02-Jul-21,104.94,26400.0,454,2770416.0,0,slow moving
08-Jul-21,25.0,7500.0,454,187500.0,0,slow moving
12-Aug-21,50.42,12600.0,454,635292.0,0,slow moving
27-Aug-21,48.6,13800.0,454,670680.0,0,slow moving
09-Aug-21,15.0,3960.0,454,59400.0,0,slow moving
17-Aug-21,48.6,14400.0,454,699840.0,0,slow moving
11-Aug-21,49.54,12000.0,454,594480.0,0,slow moving
11-Aug-21,243.0,63000.0,454,15309000.0,0,slow moving
31-Aug-21,126.45,39000.0,454,4931550.0,0,slow moving
27-Aug-21,48.6,13200.0,454,641520.0,0,slow moving
02-Aug-21,10.0,3000.0,454,30000.0,0,slow moving
17-Aug-21,37.88,11250.0,454,426150.0,0,slow moving
06-Sep-21,24.8,7200.0,454,178560.0,0,slow moving
24-Sep-21,51.6,13200.0,454,681120.0,0,slow moving
07-Sep-21,48.6,12000.0,454,583200.0,0,slow moving
28-Sep-21,48.6,12000.0,454,583200.0,0,slow moving
05-Oct-21,258.62,60000.0,454,15517200.0,0,slow moving
28-Oct-21,152.88,36000.0,454,5503680.0,0,slow moving
28-Oct-21,151.96,36000.0,454,5470560.0,0,slow moving
19-Oct-21,101.85,24000.0,454,2444400.0,0,slow moving
29-Oct-21,15.32,4680.0,454,71697.6,0,slow moving
28-Oct-21,308.52,72000.0,454,22213440.0,0,slow moving
18-Nov-21,499.92,114000.0,454,56990880.0,0,slow moving
04-Nov-21,103.74,24000.0,454,2489760.0,0,slow moving
23-Nov-21,100.79,24000.0,454,2418960.0,0,slow moving
23-Nov-21,13.0,3300.0,454,42900.0,0,slow moving
09-Nov-21,50.46,13200.0,454,666072.0,0,slow moving
20-Nov-21,51.18,13200.0,454,675576.0,0,slow moving
25-Nov-21,98.9,24000.0,454,2373600.0,0,slow moving
27-Nov-21,24.3,6000.0,454,145800.0,0,slow moving
25-Nov-21,98.2,24000.0,454,2356800.0,0,slow moving
31-Dec-21,50.4,13200.0,454,665280.0,0,slow moving
31-Dec-21,151.47,36000.0,454,5452920.0,0,slow moving
28-Dec-21,254.32,60000.0,454,15259200.0,0,slow moving
28-Dec-21,100.86,24000.0,454,2420640.0,0,slow moving
28-Dec-21,101.66,24000.0,454,2439840.0,0,slow moving
29-Dec-21,101.07,24000.0,454,2425680.0,0,slow moving
29-Dec-21,101.25,24000.0,454,2430000.0,0,slow moving
06-Dec-21,150.54,28800.0,454,4335552.0,0,slow moving
20-Dec-21,50.37,13200.0,454,664884.0,0,slow moving
01-Dec-21,100.2,24000.0,454,2404800.0,0,slow moving
09-Dec-21,101.58,24000.0,454,2437920.0,0,slow moving
15-Dec-21,101.02,24000.0,454,2424480.0,0,slow moving
22-Dec-21,49.65,12000.0,454,595800.0,0,slow moving
27-Dec-21,51.0,12000.0,454,612000.0,0,slow moving
28-Dec-21,152.04,39600.0,454,6020784.0,0,slow moving
01-Dec-21,100.81,24000.0,454,2419440.0,0,slow moving
09-Dec-21,99.0,24000.0,454,2376000.0,0,slow moving
15-Dec-21,102.19,24000.0,454,2452560.0,0,slow moving
28-Dec-21,204.22,48000.0,454,9802560.0,0,slow moving
29-Dec-21,202.11,48000.0,454,9701280.0,0,slow moving
24-Jan-22,103.98,25200.0,454,2620296.0,0,slow moving
13-Jan-22,129.28,39000.0,454,5041920.0,0,slow moving
04-Jan-22,50.4,12000.0,454,604800.0,0,slow moving
19-Jan-22,14.74,4500.0,454,66330.0,0,slow moving
16-Feb-22,51.13,13800.0,454,705594.0,0,slow moving
24-Feb-22,76.6,21600.0,454,1654560.0,0,slow moving
12-Feb-22,211.73,48000.0,454,10163040.0,0,slow moving
28-Feb-22,158.16,36000.0,454,5693760.0,0,slow moving
05-Feb-22,153.5,28800.0,454,4420800.0,0,slow moving
03-Feb-22,50.6,12000.0,454,607200.0,0,slow moving
10-Feb-22,50.9,12000.0,454,610800.0,0,slow moving
08-Feb-22,24.44,7500.0,454,183300.0,0,slow moving
17-Feb-22,12.8,4050.0,454,51840.0,0,slow moving
25-Mar-22,268.1,60000.0,454,16086000.0,0,slow moving
29-Mar-22,256.88,60000.0,454,15412800.0,0,slow moving
29-Mar-22,252.8,60000.0,454,15168000.0,0,slow moving
08-Mar-22,38.5,9900.0,454,381150.0,0,slow moving
16-Mar-22,51.9,12000.0,454,622800.0,0,slow moving
26-Mar-22,104.16,24000.0,454,2499840.0,0,slow moving
16-Mar-22,50.4,12600.0,454,635040.0,0,slow moving
03-Mar-22,255.93,63000.0,454,16123590.0,0,slow moving
08-Mar-22,51.5,13200.0,454,679800.0,0,slow moving
04-Mar-22,51.6,12000.0,454,619200.0,0,slow moving
18-Mar-22,25.25,7800.0,454,196950.0,0,slow moving
18-Apr-22,51.0,13800.0,454,703800.0,0,slow moving
21-Apr-22,5.23,1800.0,454,9414.0,0,slow moving
30-Apr-22,153.28,36000.0,454,5518080.0,0,slow moving
22-Apr-22,53.4,12000.0,454,640800.0,0,slow moving
30-Apr-22,154.22,36000.0,454,5551920.0,0,slow moving
14-May-22,39.03,10350.0,454,403960.5,0,slow moving
31-May-22,50.4,14400.0,454,725760.0,0,slow moving
18-May-22,100.65,24000.0,454,2415600.0,0,slow moving
07-May-22,101.2,25200.0,454,2550240.0,0,slow moving
24-May-22,51.2,12600.0,454,645120.0,0,slow moving
25-May-22,103.92,24000.0,454,2494080.0,0,slow moving
16-May-22,102.0,24000.0,454,2448000.0,0,slow moving
10-Jun-22,50.48,13200.0,454,666336.0,0,slow moving
23-Jun-22,50.7,13200.0,454,669240.0,0,slow moving
09-Jun-22,103.65,24000.0,454,2487600.0,0,slow moving
03-Jun-22,255.78,60000.0,454,15346800.0,0,slow moving
10-Jun-22,101.25,24000.0,454,2430000.0,0,slow moving
20-Jun-22,151.56,36000.0,454,5456160.0,0,slow moving
09-Jun-22,101.2,24000.0,454,2428800.0,0,slow moving
28-Jul-22,50.6,13200.0,454,667920.0,0,slow moving
04-Jul-22,202.28,48000.0,454,9709440.0,0,slow moving
11-Jul-22,51.6,12600.0,454,650160.0,0,slow moving
04-Jul-22,51.44,18000.0,454,925920.0,0,slow moving
09-Jul-22,256.76,63000.0,454,16175880.0,0,slow moving
15-Jul-22,101.81,24000.0,454,2443440.0,0,slow moving
02-Jul-22,100.8,24000.0,454,2419200.0,0,slow moving
04-Jul-22,151.2,36000.0,454,5443200.0,0,slow moving
12-Jul-22,103.44,30000.0,454,3103200.0,0,slow moving
15-Jul-22,101.2,24000.0,454,2428800.0,0,slow moving
05-Aug-22,77.86,21600.0,454,1681776.0,0,slow moving
04-Aug-22,25.2,7800.0,454,196560.0,0,slow moving
16-Aug-22,50.6,13200.0,454,667920.0,0,slow moving
